athlete_id,rank,name,country,round,round_score,round_rank,ascent,ascent_top,ascent_top_tries,ascent_zone,ascent_zone_tries,sex,event_id,starting_group,event,location
11490,7,ROBERTS Toby,GBR,qualification,4T5z 10 14,9,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11490,7,ROBERTS Toby,GBR,qualification,4T5z 10 14,9,4,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11490,7,ROBERTS Toby,GBR,qualification,4T5z 10 14,9,5,TRUE,5,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11490,7,ROBERTS Toby,GBR,semi-final,2T3z 4 14,7,1,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11490,7,ROBERTS Toby,GBR,semi-final,2T3z 4 14,7,2,FALSE,12,TRUE,12,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11490,7,ROBERTS Toby,GBR,semi-final,2T3z 4 14,7,3,FALSE,6,FALSE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11490,7,ROBERTS Toby,GBR,semi-final,2T3z 4 14,7,4,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,qualification,4T5z 4 8,3,1,FALSE,5,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,qualification,4T5z 4 8,3,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,qualification,4T5z 4 8,3,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,qualification,4T5z 4 8,3,4,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,qualification,4T5z 4 8,3,5,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,semi-final,2T3z 6 6,8,1,FALSE,8,FALSE,8,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,semi-final,2T3z 6 6,8,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,semi-final,2T3z 6 6,8,3,FALSE,4,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1929,8,Duffy Colin,USA,semi-final,2T3z 6 6,8,4,TRUE,5,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,qualification,4T5z 8 9,7,1,TRUE,5,TRUE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,qualification,4T5z 8 9,7,2,FALSE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,qualification,4T5z 8 9,7,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,qualification,4T5z 8 9,7,4,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,qualification,4T5z 8 9,7,5,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,semi-final,2T3z 7 10,9,1,TRUE,5,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,semi-final,2T3z 7 10,9,2,FALSE,8,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,semi-final,2T3z 7 10,9,3,FALSE,5,FALSE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2276,9,NARASAKI Tomoa,JPN,semi-final,2T3z 7 10,9,4,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,qualification,4T5z 11 9,15,1,TRUE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,qualification,4T5z 11 9,15,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,qualification,4T5z 11 9,15,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,qualification,4T5z 11 9,15,4,FALSE,5,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,qualification,4T5z 11 9,15,5,TRUE,5,TRUE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,semi-final,2T3z 8 6,10,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,semi-final,2T3z 8 6,10,2,FALSE,5,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,semi-final,2T3z 8 6,10,3,FALSE,6,FALSE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11847,10,Baudrand Oscar,CAN,semi-final,2T3z 8 6,10,4,TRUE,7,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,qualification,4T5z 8 8,9,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,qualification,4T5z 8 8,9,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,qualification,4T5z 8 8,9,3,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,qualification,4T5z 8 8,9,4,TRUE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,qualification,4T5z 8 8,9,5,FALSE,6,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,semi-final,2T3z 9 6,11,1,TRUE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,semi-final,2T3z 9 6,11,2,FALSE,5,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,semi-final,2T3z 9 6,11,3,FALSE,7,FALSE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
490,11,CORNU Manuel,FRA,semi-final,2T3z 9 6,11,4,TRUE,6,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,qualification,3T5z 12 12,19,1,TRUE,9,TRUE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,qualification,3T5z 12 12,19,2,FALSE,4,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,qualification,3T5z 12 12,19,3,FALSE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,qualification,3T5z 12 12,19,4,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,qualification,3T5z 12 12,19,5,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,semi-final,2T3z 9 6,11,1,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,semi-final,2T3z 9 6,11,2,FALSE,5,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,semi-final,2T3z 9 6,11,3,FALSE,4,FALSE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12329,11,RUSEV Nikolay,BUL,semi-final,2T3z 9 6,11,4,TRUE,7,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,qualification,3T5z 3 6,11,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,qualification,3T5z 3 6,11,2,FALSE,4,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,qualification,3T5z 3 6,11,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,qualification,3T5z 3 6,11,4,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,qualification,3T5z 3 6,11,5,FALSE,5,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,semi-final,2T3z 10 7,13,1,TRUE,6,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,semi-final,2T3z 10 7,13,2,FALSE,5,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,semi-final,2T3z 10 7,13,3,FALSE,4,FALSE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11500,13,KIROV Slav,BUL,semi-final,2T3z 10 7,13,4,TRUE,4,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,qualification,4T5z 11 8,13,1,TRUE,6,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,qualification,4T5z 11 8,13,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,qualification,4T5z 11 8,13,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,qualification,4T5z 11 8,13,4,TRUE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,qualification,4T5z 11 8,13,5,FALSE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,semi-final,2T2z 8 8,14,1,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,semi-final,2T2z 8 8,14,2,FALSE,7,FALSE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,semi-final,2T2z 8 8,14,3,FALSE,6,FALSE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12496,14,Lemagner Thomas,FRA,semi-final,2T2z 8 8,14,4,TRUE,6,TRUE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,qualification,3T5z 7 12,19,1,TRUE,4,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,qualification,3T5z 7 12,19,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,qualification,3T5z 7 12,19,3,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,qualification,3T5z 7 12,19,4,FALSE,5,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,qualification,3T5z 7 12,19,5,FALSE,7,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,semi-final,1T4z 7 14,15,1,TRUE,7,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,semi-final,1T4z 7 14,15,2,FALSE,7,TRUE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,semi-final,1T4z 7 14,15,3,FALSE,3,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2348,15,INOUE Yuji,JPN,semi-final,1T4z 7 14,15,4,FALSE,11,TRUE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,qualification,3T5z 7 7,15,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,qualification,3T5z 7 7,15,2,FALSE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,qualification,3T5z 7 7,15,3,TRUE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,qualification,3T5z 7 7,15,4,FALSE,7,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,qualification,3T5z 7 7,15,5,TRUE,3,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,semi-final,1T3z 2 11,16,1,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,semi-final,1T3z 2 11,16,2,FALSE,4,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,semi-final,1T3z 2 11,16,3,FALSE,4,FALSE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1187,16,Romšak Timotej,SLO,semi-final,1T3z 2 11,16,4,FALSE,8,TRUE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,qualification,4T4z 5 4,17,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,qualification,4T4z 5 4,17,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,qualification,4T4z 5 4,17,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,qualification,4T4z 5 4,17,4,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,qualification,4T4z 5 4,17,5,FALSE,7,FALSE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,semi-final,1T3z 6 5,17,1,FALSE,8,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,semi-final,1T3z 6 5,17,2,FALSE,5,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,semi-final,1T3z 6 5,17,3,FALSE,4,FALSE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1758,17,Hanna Benjamin,USA,semi-final,1T3z 6 5,17,4,TRUE,6,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,qualification,4T5z 10 14,11,1,FALSE,9,TRUE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,qualification,4T5z 10 14,11,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,qualification,4T5z 10 14,11,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,qualification,4T5z 10 14,11,4,TRUE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,qualification,4T5z 10 14,11,5,TRUE,4,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,semi-final,1T3z 7 6,18,1,TRUE,7,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,semi-final,1T3z 7 6,18,2,FALSE,10,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,semi-final,1T3z 7 6,18,3,FALSE,5,FALSE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2309,18,Ogata Yoshiyuki,JPN,semi-final,1T3z 7 6,18,4,FALSE,8,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,qualification,3T5z 6 10,13,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,qualification,3T5z 6 10,13,2,FALSE,5,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,qualification,3T5z 6 10,13,3,FALSE,6,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,qualification,3T5z 6 10,13,4,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,qualification,3T5z 6 10,13,5,TRUE,3,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,semi-final,0T3z 0 15,19,1,FALSE,7,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,semi-final,0T3z 0 15,19,2,FALSE,8,TRUE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,semi-final,0T3z 0 15,19,3,FALSE,6,FALSE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3916,19,VARGAS Benjamin,CHI,semi-final,0T3z 0 15,19,4,FALSE,9,TRUE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,qualification,3T5z 8 12,17,1,FALSE,7,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,qualification,3T5z 8 12,17,2,FALSE,4,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,qualification,3T5z 8 12,17,3,TRUE,3,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,qualification,3T5z 8 12,17,4,TRUE,4,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,qualification,3T5z 8 12,17,5,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,semi-final,0T2z 0 6,20,1,FALSE,5,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,semi-final,0T2z 0 6,20,2,FALSE,9,FALSE,9,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,semi-final,0T2z 0 6,20,3,FALSE,5,FALSE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
12239,20,AKHTAR Dayan,GBR,semi-final,0T2z 0 6,20,4,FALSE,6,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2493,21,Harrison Campbell,AUS,qualification,3T5z 8 9,21,1,TRUE,4,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2493,21,Harrison Campbell,AUS,qualification,3T5z 8 9,21,2,FALSE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2493,21,Harrison Campbell,AUS,qualification,3T5z 8 9,21,3,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2493,21,Harrison Campbell,AUS,qualification,3T5z 8 9,21,4,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
2493,21,Harrison Campbell,AUS,qualification,3T5z 8 9,21,5,FALSE,6,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13853,21,Parks Dylan,AUS,qualification,3T5z 13 11,21,1,TRUE,6,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13853,21,Parks Dylan,AUS,qualification,3T5z 13 11,21,2,FALSE,4,TRUE,4,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13853,21,Parks Dylan,AUS,qualification,3T5z 13 11,21,3,FALSE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13853,21,Parks Dylan,AUS,qualification,3T5z 13 11,21,4,TRUE,3,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13853,21,Parks Dylan,AUS,qualification,3T5z 13 11,21,5,TRUE,4,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11833,23,SAKAMOTO Taiga,JPN,qualification,3T5z 13 13,23,1,TRUE,8,TRUE,5,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11833,23,SAKAMOTO Taiga,JPN,qualification,3T5z 13 13,23,2,TRUE,3,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11833,23,SAKAMOTO Taiga,JPN,qualification,3T5z 13 13,23,3,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11833,23,SAKAMOTO Taiga,JPN,qualification,3T5z 13 13,23,4,FALSE,5,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
11833,23,SAKAMOTO Taiga,JPN,qualification,3T5z 13 13,23,5,FALSE,5,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13990,23,YAMADA Kodai,JPN,qualification,3T4z 5 4,23,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13990,23,YAMADA Kodai,JPN,qualification,3T4z 5 4,23,2,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13990,23,YAMADA Kodai,JPN,qualification,3T4z 5 4,23,3,FALSE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13990,23,YAMADA Kodai,JPN,qualification,3T4z 5 4,23,4,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
13990,23,YAMADA Kodai,JPN,qualification,3T4z 5 4,23,5,FALSE,11,FALSE,11,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
4107,25,Bloem Thorben Perry,GER,qualification,3T4z 6 5,25,1,TRUE,2,TRUE,2,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
4107,25,Bloem Thorben Perry,GER,qualification,3T4z 6 5,25,2,FALSE,6,FALSE,6,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
4107,25,Bloem Thorben Perry,GER,qualification,3T4z 6 5,25,3,FALSE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
4107,25,Bloem Thorben Perry,GER,qualification,3T4z 6 5,25,4,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
4107,25,Bloem Thorben Perry,GER,qualification,3T4z 6 5,25,5,TRUE,2,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1131,25,Vezonik Gregor,SLO,qualification,3T4z 3 4,25,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1131,25,Vezonik Gregor,SLO,qualification,3T4z 3 4,25,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1131,25,Vezonik Gregor,SLO,qualification,3T4z 3 4,25,3,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1131,25,Vezonik Gregor,SLO,qualification,3T4z 3 4,25,4,FALSE,4,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
1131,25,Vezonik Gregor,SLO,qualification,3T4z 3 4,25,5,FALSE,12,FALSE,12,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3127,27,Kleesattel Max,GER,qualification,3T4z 5 6,27,1,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3127,27,Kleesattel Max,GER,qualification,3T4z 5 6,27,2,TRUE,1,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3127,27,Kleesattel Max,GER,qualification,3T4z 5 6,27,3,TRUE,3,TRUE,3,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3127,27,Kleesattel Max,GER,qualification,3T4z 5 6,27,4,FALSE,3,TRUE,1,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
3127,27,Kleesattel Max,GER,qualification,3T4z 5 6,27,5,FALSE,7,FALSE,7,M,1355,NA,IFSC World Cup Salt Lake City 2024,Salt Lake CIty
